ResponseId_id,dimension_id,dimension,construct_id,construct,score,industry_synthetic,country_synthetic,continent_synthetic,role_synthetic
MAR_CAP_0238,1,Strategy and Vision,4,Resource Allocation,3.9,Healthcare,United States,Asia,Leadership
MAR_CAP_0239,1,Strategy and Vision,4,Resource Allocation,2.9,Healthcare,United States,Asia,Staff
MAR_CAP_0240,1,Strategy and Vision,4,Resource Allocation,3.6,Technology,Germany,Asia,Management
MAR_CAP_0241,1,Strategy and Vision,4,Resource Allocation,3.0,Healthcare,United States,North America,Leadership
MAR_CAP_0242,1,Strategy and Vision,4,Resource Allocation,3.6,Technology,Canada,North America,Management
MAR_CAP_0243,1,Strategy and Vision,4,Resource Allocation,3.5,Retail,Canada,Africa,Staff
MAR_CAP_0244,1,Strategy and Vision,4,Resource Allocation,3.2,Financial Services,France,Europe,Staff
MAR_CAP_0245,1,Strategy and Vision,4,Resource Allocation,3.2,Financial Services,Australia,Africa,Management
MAR_CAP_0246,1,Strategy and Vision,4,Resource Allocation,4.1,Manufacturing,United Kingdom,Asia,Management
MAR_CAP_0247,1,Strategy and Vision,4,Resource Allocation,2.8,Healthcare,Germany,Africa,IT & Data
MAR_CAP_0248,1,Strategy and Vision,4,Resource Allocation,3.4,Financial Services,Germany,Africa,Leadership
MAR_CAP_0249,1,Strategy and Vision,4,Resource Allocation,3.4,Technology,Canada,Europe,Leadership
MAR_CAP_0250,1,Strategy and Vision,4,Resource Allocation,4.1,Healthcare,United States,North America,Management
MAR_CAP_0251,1,Strategy and Vision,4,Resource Allocation,4.2,Financial Services,France,Europe,Management
MAR_CAP_0252,1,Strategy and Vision,4,Resource Allocation,3.3,Retail,France,North America,Management
MAR_CAP_0253,1,Strategy and Vision,4,Resource Allocation,3.7,Technology,United Kingdom,North America,Leadership
MAR_CAP_0254,1,Strategy and Vision,4,Resource Allocation,3.7,Manufacturing,United States,Europe,Management
MAR_CAP_0255,1,Strategy and Vision,4,Resource Allocation,3.8,Technology,United Kingdom,North America,Staff
MAR_CAP_0256,1,Strategy and Vision,4,Resource Allocation,3.1,Financial Services,France,North America,Leadership
MAR_CAP_0257,1,Strategy and Vision,4,Resource Allocation,3.8,Financial Services,United States,North America,Leadership
MAR_CAP_0258,1,Strategy and Vision,4,Resource Allocation,3.5,Retail,United States,North America,IT & Data
MAR_CAP_0259,1,Strategy and Vision,4,Resource Allocation,4.4,Technology,Australia,North America,Management
MAR_CAP_0260,1,Strategy and Vision,4,Resource Allocation,3.9,Manufacturing,United Kingdom,Asia,Staff
MAR_CAP_0261,1,Strategy and Vision,4,Resource Allocation,3.5,Technology,United States,North America,Leadership
MAR_CAP_0262,1,Strategy and Vision,4,Resource Allocation,3.2,Technology,France,Asia,Staff
MAR_CAP_0263,1,Strategy and Vision,4,Resource Allocation,3.6,Retail,United Kingdom,Europe,Management
MAR_CAP_0264,1,Strategy and Vision,4,Resource Allocation,3.1,Financial Services,France,Europe,Leadership
MAR_CAP_0265,1,Strategy and Vision,4,Resource Allocation,4.0,Technology,France,Asia,Leadership
MAR_CAP_0266,1,Strategy and Vision,4,Resource Allocation,3.4,Manufacturing,Australia,Europe,IT & Data
MAR_CAP_0267,1,Strategy and Vision,4,Resource Allocation,2.4,Retail,Australia,Europe,Staff
MAR_CAP_0268,1,Strategy and Vision,4,Resource Allocation,3.6,Retail,Canada,North America,Leadership
MAR_CAP_0269,1,Strategy and Vision,4,Resource Allocation,3.5,Healthcare,Germany,Asia,Staff
MAR_CAP_0270,1,Strategy and Vision,4,Resource Allocation,4.3,Financial Services,Germany,Europe,Staff
MAR_CAP_0271,1,Strategy and Vision,4,Resource Allocation,3.6,Technology,France,North America,Management
MAR_CAP_0272,1,Strategy and Vision,4,Resource Allocation,4.2,Technology,Australia,Asia,Management
MAR_CAP_0273,1,Strategy and Vision,4,Resource Allocation,4.2,Technology,Australia,Europe,Leadership
MAR_CAP_0274,1,Strategy and Vision,4,Resource Allocation,4.4,Manufacturing,France,North America,Leadership
MAR_CAP_0275,1,Strategy and Vision,4,Resource Allocation,3.7,Financial Services,Canada,Europe,IT & Data
MAR_CAP_0276,1,Strategy and Vision,4,Resource Allocation,3.7,Healthcare,Germany,Africa,IT & Data
MAR_CAP_0277,1,Strategy and Vision,4,Resource Allocation,2.5,Financial Services,United States,Africa,Management
MAR_CAP_0278,1,Strategy and Vision,4,Resource Allocation,4.2,Retail,France,North America,Leadership
MAR_CAP_0279,1,Strategy and Vision,4,Resource Allocation,4.2,Manufacturing,France,Asia,IT & Data
MAR_CAP_0280,1,Strategy and Vision,4,Resource Allocation,3.8,Manufacturing,United States,North America,Staff
MAR_CAP_0281,1,Strategy and Vision,4,Resource Allocation,2.8,Financial Services,United States,North America,IT & Data
MAR_CAP_0282,1,Strategy and Vision,4,Resource Allocation,3.8,Financial Services,United Kingdom,Asia,Staff
MAR_CAP_0283,1,Strategy and Vision,4,Resource Allocation,4.7,Healthcare,Canada,Europe,IT & Data
MAR_CAP_0284,1,Strategy and Vision,4,Resource Allocation,3.5,Healthcare,United States,Asia,IT & Data
MAR_CAP_0285,1,Strategy and Vision,4,Resource Allocation,2.7,Healthcare,Canada,Africa,IT & Data
MAR_CAP_0286,1,Strategy and Vision,4,Resource Allocation,3.7,Financial Services,Australia,Africa,IT & Data
MAR_CAP_0287,1,Strategy and Vision,4,Resource Allocation,3.8,Technology,Australia,Europe,Management
MAR_CAP_0288,1,Strategy and Vision,4,Resource Allocation,4.0,Technology,France,Africa,IT & Data
MAR_CAP_0289,1,Strategy and Vision,4,Resource Allocation,3.4,Manufacturing,United States,North America,IT & Data
MAR_CAP_0290,1,Strategy and Vision,4,Resource Allocation,3.5,Manufacturing,Canada,North America,IT & Data
MAR_CAP_0291,1,Strategy and Vision,4,Resource Allocation,2.6,Healthcare,Australia,North America,IT & Data
MAR_CAP_0292,1,Strategy and Vision,4,Resource Allocation,4.3,Financial Services,Germany,Africa,IT & Data
MAR_CAP_0293,1,Strategy and Vision,4,Resource Allocation,3.5,Healthcare,United Kingdom,Asia,Leadership
MAR_CAP_0294,1,Strategy and Vision,4,Resource Allocation,3.8,Healthcare,United States,Africa,Staff
MAR_CAP_0295,1,Strategy and Vision,4,Resource Allocation,4.0,Manufacturing,France,North America,Staff
MAR_CAP_0296,1,Strategy and Vision,4,Resource Allocation,3.1,Financial Services,Australia,Asia,Staff
MAR_CAP_0297,1,Strategy and Vision,4,Resource Allocation,3.3,Manufacturing,Australia,North America,Management
MAR_CAP_0298,1,Strategy and Vision,4,Resource Allocation,3.4,Financial Services,United Kingdom,Europe,Management
MAR_CAP_0299,1,Strategy and Vision,4,Resource Allocation,3.0,Technology,Germany,Europe,Management
MAR_CAP_0300,1,Strategy and Vision,4,Resource Allocation,3.2,Retail,Canada,Asia,IT & Data
MAR_CAP_0301,1,Strategy and Vision,4,Resource Allocation,3.8,Financial Services,United States,North America,IT & Data
MAR_CAP_0302,1,Strategy and Vision,4,Resource Allocation,3.4,Technology,Germany,Europe,Staff
MAR_CAP_0303,1,Strategy and Vision,4,Resource Allocation,3.8,Retail,Germany,Asia,Management
MAR_CAP_0304,1,Strategy and Vision,4,Resource Allocation,4.2,Healthcare,Canada,Europe,IT & Data
MAR_CAP_0305,1,Strategy and Vision,4,Resource Allocation,2.9,Retail,Australia,Asia,IT & Data
MAR_CAP_0306,1,Strategy and Vision,4,Resource Allocation,3.5,Technology,Germany,Europe,Leadership
MAR_CAP_0307,1,Strategy and Vision,4,Resource Allocation,4.5,Financial Services,United States,Africa,IT & Data
MAR_CAP_0308,1,Strategy and Vision,4,Resource Allocation,3.9,Financial Services,Australia,Asia,Staff
MAR_CAP_0309,1,Strategy and Vision,4,Resource Allocation,3.9,Healthcare,Germany,Africa,Staff
MAR_CAP_0310,1,Strategy and Vision,4,Resource Allocation,2.1,Technology,United Kingdom,Europe,Staff
MAR_CAP_0311,1,Strategy and Vision,4,Resource Allocation,2.1,Financial Services,Germany,Africa,IT & Data
MAR_CAP_0312,1,Strategy and Vision,4,Resource Allocation,3.4,Retail,United States,North America,Leadership
MAR_CAP_0313,1,Strategy and Vision,4,Resource Allocation,3.5,Healthcare,United States,Africa,Management
MAR_CAP_0314,1,Strategy and Vision,4,Resource Allocation,3.0,Manufacturing,Australia,North America,IT & Data
MAR_CAP_0315,1,Strategy and Vision,4,Resource Allocation,4.1,Healthcare,Germany,North America,Leadership
MAR_CAP_0316,1,Strategy and Vision,4,Resource Allocation,3.4,Retail,Germany,Africa,IT & Data
MAR_CAP_0317,1,Strategy and Vision,4,Resource Allocation,3.3,Financial Services,Germany,Africa,Management
MAR_CAP_0318,1,Strategy and Vision,4,Resource Allocation,4.4,Healthcare,France,Africa,IT & Data
MAR_CAP_0319,1,Strategy and Vision,4,Resource Allocation,3.5,Retail,United States,North America,Leadership
MAR_CAP_0320,1,Strategy and Vision,4,Resource Allocation,4.0,Technology,United Kingdom,Europe,Leadership
MAR_CAP_0321,1,Strategy and Vision,4,Resource Allocation,4.1,Technology,United States,Europe,IT & Data
MAR_CAP_0322,1,Strategy and Vision,4,Resource Allocation,4.3,Technology,United Kingdom,Europe,Management
MAR_CAP_0323,1,Strategy and Vision,4,Resource Allocation,3.4,Healthcare,Canada,Asia,Staff
MAR_CAP_0324,1,Strategy and Vision,4,Resource Allocation,3.3,Retail,Germany,Africa,Management
MAR_CAP_0325,1,Strategy and Vision,4,Resource Allocation,4.0,Financial Services,France,Africa,IT & Data
MAR_CAP_0326,1,Strategy and Vision,4,Resource Allocation,4.2,Manufacturing,Germany,Africa,Staff
MAR_CAP_0327,1,Strategy and Vision,4,Resource Allocation,3.3,Financial Services,France,Asia,Management
MAR_CAP_0328,1,Strategy and Vision,4,Resource Allocation,3.5,Financial Services,United States,Africa,IT & Data
MAR_CAP_0329,1,Strategy and Vision,4,Resource Allocation,2.7,Manufacturing,United Kingdom,North America,Leadership
MAR_CAP_0330,1,Strategy and Vision,4,Resource Allocation,3.3,Retail,Germany,Europe,Management
MAR_CAP_0331,1,Strategy and Vision,4,Resource Allocation,3.3,Healthcare,United States,North America,Management
MAR_CAP_0332,1,Strategy and Vision,4,Resource Allocation,3.1,Manufacturing,United States,Europe,IT & Data
MAR_CAP_0333,1,Strategy and Vision,4,Resource Allocation,4.0,Retail,Germany,North America,Staff
MAR_CAP_0334,1,Strategy and Vision,4,Resource Allocation,4.0,Financial Services,Canada,Europe,IT & Data
MAR_CAP_0335,1,Strategy and Vision,4,Resource Allocation,3.3,Technology,Germany,Europe,Leadership
MAR_CAP_0336,1,Strategy and Vision,4,Resource Allocation,4.6,Healthcare,Germany,Europe,Management
MAR_CAP_0337,1,Strategy and Vision,4,Resource Allocation,2.7,Retail,Canada,Europe,Management
MAR_CAP_0338,1,Strategy and Vision,4,Resource Allocation,3.8,Technology,Canada,North America,Leadership
MAR_CAP_0339,1,Strategy and Vision,4,Resource Allocation,3.5,Technology,United Kingdom,Europe,Management
MAR_CAP_0340,1,Strategy and Vision,4,Resource Allocation,5.0,Retail,Germany,North America,Management
MAR_CAP_0341,1,Strategy and Vision,4,Resource Allocation,3.4,Financial Services,Germany,Europe,Leadership
MAR_CAP_0342,1,Strategy and Vision,4,Resource Allocation,3.4,Technology,United Kingdom,Africa,IT & Data
MAR_CAP_0343,1,Strategy and Vision,4,Resource Allocation,4.2,Manufacturing,Germany,Africa,Management
MAR_CAP_0344,1,Strategy and Vision,4,Resource Allocation,3.0,Manufacturing,Australia,Asia,IT & Data
MAR_CAP_0345,1,Strategy and Vision,4,Resource Allocation,4.5,Manufacturing,France,North America,Management
MAR_CAP_0346,1,Strategy and Vision,4,Resource Allocation,3.4,Manufacturing,Canada,Europe,IT & Data
MAR_CAP_0347,1,Strategy and Vision,4,Resource Allocation,3.5,Technology,Canada,North America,Leadership
MAR_CAP_0348,1,Strategy and Vision,4,Resource Allocation,3.5,Technology,France,North America,Staff
MAR_CAP_0349,1,Strategy and Vision,4,Resource Allocation,2.8,Retail,France,North America,IT & Data
MAR_CAP_0350,1,Strategy and Vision,4,Resource Allocation,3.4,Financial Services,United States,Asia,Leadership
MAR_CAP_0351,1,Strategy and Vision,4,Resource Allocation,4.0,Healthcare,Germany,Europe,Staff
MAR_CAP_0352,1,Strategy and Vision,4,Resource Allocation,3.5,Technology,France,Asia,Management
MAR_CAP_0353,1,Strategy and Vision,4,Resource Allocation,4.4,Financial Services,Australia,Asia,Management
MAR_CAP_0354,1,Strategy and Vision,4,Resource Allocation,3.2,Manufacturing,Germany,Europe,Leadership
MAR_CAP_0355,1,Strategy and Vision,4,Resource Allocation,2.7,Retail,Canada,Africa,IT & Data
MAR_CAP_0356,1,Strategy and Vision,4,Resource Allocation,3.7,Financial Services,Australia,Africa,Staff
MAR_CAP_0357,1,Strategy and Vision,4,Resource Allocation,3.5,Manufacturing,United Kingdom,Africa,Leadership
MAR_CAP_0358,1,Strategy and Vision,4,Resource Allocation,4.2,Retail,Canada,North America,IT & Data
MAR_CAP_0359,1,Strategy and Vision,4,Resource Allocation,3.7,Financial Services,Germany,North America,Staff
MAR_CAP_0360,1,Strategy and Vision,4,Resource Allocation,3.9,Manufacturing,Australia,Africa,Staff
MAR_CAP_0361,1,Strategy and Vision,4,Resource Allocation,3.1,Retail,Germany,Africa,Staff
MAR_CAP_0362,1,Strategy and Vision,4,Resource Allocation,3.0,Healthcare,France,Asia,Leadership
MAR_CAP_0363,1,Strategy and Vision,4,Resource Allocation,2.8,Retail,France,Africa,Leadership
MAR_CAP_0364,1,Strategy and Vision,4,Resource Allocation,4.5,Financial Services,United States,Asia,IT & Data
MAR_CAP_0365,1,Strategy and Vision,4,Resource Allocation,3.2,Manufacturing,Australia,Africa,Leadership
MAR_CAP_0366,1,Strategy and Vision,4,Resource Allocation,3.1,Retail,Germany,Africa,Staff
MAR_CAP_0367,1,Strategy and Vision,4,Resource Allocation,4.1,Financial Services,United States,Europe,Leadership
MAR_CAP_0368,1,Strategy and Vision,4,Resource Allocation,4.3,Retail,France,Europe,Staff
MAR_CAP_0369,1,Strategy and Vision,4,Resource Allocation,3.0,Manufacturing,Germany,North America,Staff
MAR_CAP_0370,1,Strategy and Vision,4,Resource Allocation,3.1,Technology,Germany,Asia,IT & Data
MAR_CAP_0371,1,Strategy and Vision,4,Resource Allocation,3.0,Healthcare,Canada,Africa,Leadership
MAR_CAP_0372,1,Strategy and Vision,4,Resource Allocation,3.6,Financial Services,Canada,Africa,IT & Data
MAR_CAP_0373,1,Strategy and Vision,4,Resource Allocation,3.5,Financial Services,Canada,North America,Leadership
MAR_CAP_0374,1,Strategy and Vision,4,Resource Allocation,4.2,Healthcare,United Kingdom,Africa,Management
MAR_CAP_0375,1,Strategy and Vision,4,Resource Allocation,2.9,Healthcare,France,Europe,IT & Data
MAR_CAP_0376,1,Strategy and Vision,4,Resource Allocation,4.3,Retail,France,Africa,Staff
MAR_CAP_0377,1,Strategy and Vision,4,Resource Allocation,4.8,Retail,United Kingdom,Europe,Staff
MAR_CAP_0378,1,Strategy and Vision,4,Resource Allocation,4.0,Healthcare,Germany,Asia,IT & Data
MAR_CAP_0379,1,Strategy and Vision,4,Resource Allocation,3.1,Financial Services,United States,North America,Leadership
MAR_CAP_0380,1,Strategy and Vision,4,Resource Allocation,3.3,Retail,Germany,Africa,IT & Data
MAR_CAP_0381,1,Strategy and Vision,4,Resource Allocation,4.0,Healthcare,United Kingdom,Asia,IT & Data
MAR_CAP_0382,1,Strategy and Vision,4,Resource Allocation,3.6,Financial Services,France,Asia,Staff
MAR_CAP_0383,1,Strategy and Vision,4,Resource Allocation,3.5,Financial Services,France,North America,Staff
MAR_CAP_0384,1,Strategy and Vision,4,Resource Allocation,2.4,Retail,Germany,Africa,IT & Data
MAR_CAP_0385,1,Strategy and Vision,4,Resource Allocation,3.5,Manufacturing,United Kingdom,Asia,Leadership
MAR_CAP_0386,1,Strategy and Vision,4,Resource Allocation,3.8,Financial Services,United States,Europe,Leadership
MAR_CAP_0387,1,Strategy and Vision,4,Resource Allocation,2.9,Retail,France,North America,Staff
MAR_CAP_0388,1,Strategy and Vision,4,Resource Allocation,3.3,Technology,United Kingdom,Africa,Staff
MAR_CAP_0389,1,Strategy and Vision,4,Resource Allocation,4.0,Healthcare,United Kingdom,Africa,Staff
MAR_CAP_0390,1,Strategy and Vision,4,Resource Allocation,4.3,Manufacturing,United States,North America,Staff
MAR_CAP_0391,1,Strategy and Vision,4,Resource Allocation,3.3,Technology,France,Europe,Management
MAR_CAP_0392,1,Strategy and Vision,4,Resource Allocation,2.6,Manufacturing,United States,Africa,Staff
MAR_CAP_0393,1,Strategy and Vision,4,Resource Allocation,3.9,Technology,Australia,Europe,Leadership
MAR_CAP_0394,1,Strategy and Vision,4,Resource Allocation,3.5,Retail,France,Asia,Leadership
MAR_CAP_0395,1,Strategy and Vision,4,Resource Allocation,3.8,Manufacturing,Canada,Africa,Staff
MAR_CAP_0396,1,Strategy and Vision,4,Resource Allocation,4.0,Retail,Canada,Asia,Leadership
MAR_CAP_0397,1,Strategy and Vision,4,Resource Allocation,3.8,Manufacturing,Australia,Africa,IT & Data
MAR_CAP_0398,1,Strategy and Vision,4,Resource Allocation,4.0,Financial Services,United States,North America,IT & Data
MAR_CAP_0399,1,Strategy and Vision,4,Resource Allocation,3.4,Financial Services,Germany,Africa,IT & Data
MAR_CAP_0400,1,Strategy and Vision,4,Resource Allocation,3.2,Manufacturing,United Kingdom,Africa,IT & Data
MAR_CAP_0401,1,Strategy and Vision,4,Resource Allocation,3.7,Manufacturing,United States,Asia,IT & Data
MAR_CAP_0402,1,Strategy and Vision,4,Resource Allocation,3.5,Financial Services,Germany,Africa,Management
MAR_CAP_0403,1,Strategy and Vision,4,Resource Allocation,3.5,Financial Services,Germany,Europe,IT & Data
MAR_CAP_0404,1,Strategy and Vision,4,Resource Allocation,3.0,Manufacturing,United Kingdom,Asia,Management
MAR_CAP_0405,1,Strategy and Vision,4,Resource Allocation,3.3,Technology,United Kingdom,Europe,Staff
MAR_CAP_0406,1,Strategy and Vision,4,Resource Allocation,4.1,Financial Services,Canada,North America,IT & Data
MAR_CAP_0407,1,Strategy and Vision,4,Resource Allocation,2.6,Healthcare,United States,Africa,Staff
MAR_CAP_0408,1,Strategy and Vision,4,Resource Allocation,3.7,Financial Services,United Kingdom,North America,IT & Data
MAR_CAP_0409,1,Strategy and Vision,4,Resource Allocation,2.9,Financial Services,France,Europe,Staff
MAR_CAP_0410,1,Strategy and Vision,4,Resource Allocation,3.0,Healthcare,France,Europe,Staff
MAR_CAP_0411,1,Strategy and Vision,4,Resource Allocation,3.5,Healthcare,United States,North America,Management
MAR_CAP_0412,1,Strategy and Vision,4,Resource Allocation,4.1,Healthcare,United States,Africa,Leadership
MAR_CAP_0413,1,Strategy and Vision,4,Resource Allocation,4.2,Retail,United States,Europe,Leadership
MAR_CAP_0414,1,Strategy and Vision,4,Resource Allocation,3.6,Technology,Germany,Europe,Leadership
MAR_CAP_0415,1,Strategy and Vision,4,Resource Allocation,5.0,Healthcare,Germany,Asia,Staff
MAR_CAP_0416,1,Strategy and Vision,4,Resource Allocation,3.7,Financial Services,United States,North America,Staff
MAR_CAP_0417,1,Strategy and Vision,4,Resource Allocation,3.4,Financial Services,France,North America,Management
MAR_CAP_0418,1,Strategy and Vision,4,Resource Allocation,4.8,Manufacturing,France,Europe,Staff
MAR_CAP_0419,1,Strategy and Vision,4,Resource Allocation,2.3,Manufacturing,United Kingdom,Africa,Management
MAR_CAP_0420,1,Strategy and Vision,4,Resource Allocation,3.0,Technology,France,North America,Staff
MAR_CAP_0421,1,Strategy and Vision,4,Resource Allocation,3.2,Financial Services,United States,Asia,Staff
MAR_CAP_0422,1,Strategy and Vision,4,Resource Allocation,4.5,Technology,France,Europe,IT & Data
MAR_CAP_0423,1,Strategy and Vision,4,Resource Allocation,3.8,Healthcare,Germany,North America,IT & Data
MAR_CAP_0424,1,Strategy and Vision,4,Resource Allocation,3.5,Technology,Germany,North America,Management
MAR_CAP_0425,1,Strategy and Vision,4,Resource Allocation,4.0,Financial Services,United States,Africa,Leadership
MAR_CAP_0426,1,Strategy and Vision,4,Resource Allocation,3.9,Healthcare,Germany,Asia,Leadership
MAR_CAP_0427,1,Strategy and Vision,4,Resource Allocation,3.1,Financial Services,United Kingdom,Europe,Staff
MAR_CAP_0428,1,Strategy and Vision,4,Resource Allocation,3.4,Retail,Australia,Europe,Leadership
MAR_CAP_0429,1,Strategy and Vision,4,Resource Allocation,3.7,Retail,Canada,Asia,IT & Data
MAR_CAP_0430,1,Strategy and Vision,4,Resource Allocation,4.0,Manufacturing,Australia,Africa,IT & Data
MAR_CAP_0431,1,Strategy and Vision,4,Resource Allocation,4.4,Manufacturing,Canada,Europe,Management
MAR_CAP_0432,1,Strategy and Vision,4,Resource Allocation,3.6,Financial Services,Canada,Asia,Leadership
MAR_CAP_0433,1,Strategy and Vision,4,Resource Allocation,2.6,Financial Services,United States,Europe,Management
MAR_CAP_0434,1,Strategy and Vision,4,Resource Allocation,2.9,Retail,Canada,North America,Leadership
MAR_CAP_0435,1,Strategy and Vision,4,Resource Allocation,3.5,Retail,Canada,Asia,IT & Data
MAR_CAP_0436,1,Strategy and Vision,4,Resource Allocation,3.4,Technology,Australia,North America,Staff
MAR_CAP_0437,1,Strategy and Vision,4,Resource Allocation,3.8,Technology,United States,North America,Management
MAR_CAP_0438,1,Strategy and Vision,4,Resource Allocation,3.4,Retail,Canada,Europe,Management
MAR_CAP_0439,1,Strategy and Vision,4,Resource Allocation,3.6,Financial Services,Canada,North America,Management
MAR_CAP_0440,1,Strategy and Vision,4,Resource Allocation,2.9,Retail,United States,Asia,Management
MAR_CAP_0441,1,Strategy and Vision,4,Resource Allocation,3.3,Retail,Canada,Africa,Staff
MAR_CAP_0442,1,Strategy and Vision,4,Resource Allocation,3.8,Financial Services,United Kingdom,Africa,IT & Data
MAR_CAP_0443,1,Strategy and Vision,4,Resource Allocation,3.3,Retail,Australia,Asia,Management
MAR_CAP_0444,1,Strategy and Vision,4,Resource Allocation,3.2,Retail,Canada,Asia,Leadership
MAR_CAP_0445,1,Strategy and Vision,4,Resource Allocation,3.4,Healthcare,United Kingdom,Asia,Management
MAR_CAP_0446,1,Strategy and Vision,4,Resource Allocation,3.2,Retail,United States,North America,Leadership
MAR_CAP_0447,1,Strategy and Vision,4,Resource Allocation,4.2,Technology,Germany,North America,Management
MAR_CAP_0448,1,Strategy and Vision,4,Resource Allocation,2.6,Technology,Germany,Africa,IT & Data
MAR_CAP_0449,1,Strategy and Vision,4,Resource Allocation,3.9,Financial Services,United States,North America,IT & Data
MAR_CAP_0450,1,Strategy and Vision,4,Resource Allocation,3.5,Healthcare,France,Africa,Leadership
MAR_CAP_0451,1,Strategy and Vision,4,Resource Allocation,3.3,Retail,France,Europe,IT & Data
MAR_CAP_0452,1,Strategy and Vision,4,Resource Allocation,3.6,Technology,United Kingdom,Asia,Management
MAR_CAP_0453,1,Strategy and Vision,4,Resource Allocation,3.3,Financial Services,Germany,North America,Management
MAR_CAP_0454,1,Strategy and Vision,4,Resource Allocation,4.0,Financial Services,United Kingdom,North America,IT & Data
MAR_CAP_0455,1,Strategy and Vision,4,Resource Allocation,3.8,Technology,Australia,North America,Staff
MAR_CAP_0456,1,Strategy and Vision,4,Resource Allocation,3.3,Healthcare,United States,Asia,Staff
MAR_CAP_0457,1,Strategy and Vision,4,Resource Allocation,3.6,Retail,United Kingdom,Asia,Management
MAR_CAP_0458,1,Strategy and Vision,4,Resource Allocation,3.9,Manufacturing,United Kingdom,North America,Leadership
MAR_CAP_0459,1,Strategy and Vision,4,Resource Allocation,2.9,Retail,Australia,Asia,Staff
MAR_CAP_0460,1,Strategy and Vision,4,Resource Allocation,3.6,Healthcare,Canada,Africa,Staff
MAR_CAP_0461,1,Strategy and Vision,4,Resource Allocation,3.6,Financial Services,United States,Asia,Leadership
MAR_CAP_0462,1,Strategy and Vision,4,Resource Allocation,3.8,Financial Services,United Kingdom,Europe,IT & Data
MAR_CAP_0463,1,Strategy and Vision,4,Resource Allocation,3.8,Retail,United States,Europe,IT & Data
MAR_CAP_0464,1,Strategy and Vision,4,Resource Allocation,3.1,Retail,United Kingdom,Asia,Staff
MAR_CAP_0465,1,Strategy and Vision,4,Resource Allocation,3.9,Manufacturing,Canada,North America,Staff
MAR_CAP_0466,1,Strategy and Vision,4,Resource Allocation,2.9,Financial Services,Canada,Europe,Management
MAR_CAP_0467,1,Strategy and Vision,4,Resource Allocation,3.6,Healthcare,Australia,Africa,Leadership
MAR_CAP_0468,1,Strategy and Vision,4,Resource Allocation,4.5,Healthcare,United States,North America,IT & Data
MAR_CAP_0469,1,Strategy and Vision,4,Resource Allocation,3.4,Technology,Australia,North America,Management
MAR_CAP_0470,1,Strategy and Vision,4,Resource Allocation,2.6,Financial Services,Australia,Europe,Staff
MAR_CAP_0471,1,Strategy and Vision,4,Resource Allocation,3.6,Financial Services,Australia,North America,Leadership
MAR_CAP_0472,1,Strategy and Vision,4,Resource Allocation,3.9,Financial Services,Germany,Europe,IT & Data
MAR_CAP_0473,1,Strategy and Vision,4,Resource Allocation,4.0,Financial Services,France,Africa,Management
MAR_CAP_0474,1,Strategy and Vision,4,Resource Allocation,3.8,Healthcare,France,Africa,IT & Data
MAR_CAP_0475,1,Strategy and Vision,4,Resource Allocation,3.2,Technology,Canada,Asia,Leadership
MAR_CAP_0476,1,Strategy and Vision,4,Resource Allocation,3.8,Financial Services,Canada,North America,Leadership
MAR_CAP_0477,1,Strategy and Vision,4,Resource Allocation,3.1,Healthcare,Australia,Asia,Leadership
MAR_CAP_0478,1,Strategy and Vision,4,Resource Allocation,4.3,Healthcare,United Kingdom,Africa,Staff
MAR_CAP_0479,1,Strategy and Vision,4,Resource Allocation,2.8,Financial Services,United Kingdom,Africa,IT & Data
MAR_CAP_0480,1,Strategy and Vision,4,Resource Allocation,3.1,Manufacturing,Canada,Europe,Management
MAR_CAP_0481,1,Strategy and Vision,4,Resource Allocation,3.3,Technology,Australia,Africa,Management
MAR_CAP_0482,1,Strategy and Vision,4,Resource Allocation,3.8,Manufacturing,Canada,North America,Staff
MAR_CAP_0483,1,Strategy and Vision,4,Resource Allocation,4.4,Healthcare,United States,Africa,IT & Data
MAR_CAP_0484,1,Strategy and Vision,4,Resource Allocation,3.5,Healthcare,Germany,Africa,Staff
MAR_CAP_0485,1,Strategy and Vision,4,Resource Allocation,3.7,Technology,France,Asia,Management
MAR_CAP_0486,1,Strategy and Vision,4,Resource Allocation,2.8,Manufacturing,United Kingdom,North America,Leadership
MAR_CAP_0487,1,Strategy and Vision,4,Resource Allocation,3.3,Technology,Canada,Africa,Leadership
MAR_CAP_0488,1,Strategy and Vision,4,Resource Allocation,3.9,Retail,Germany,Europe,Staff
MAR_CAP_0489,1,Strategy and Vision,4,Resource Allocation,3.7,Retail,United States,Asia,Leadership
MAR_CAP_0490,1,Strategy and Vision,4,Resource Allocation,4.4,Healthcare,Canada,North America,Management
MAR_CAP_0491,1,Strategy and Vision,4,Resource Allocation,4.1,Financial Services,United States,Europe,IT & Data
MAR_CAP_0492,1,Strategy and Vision,4,Resource Allocation,3.4,Healthcare,United Kingdom,Asia,Management
MAR_CAP_0493,1,Strategy and Vision,4,Resource Allocation,4.3,Technology,United States,Asia,Management
MAR_CAP_0494,1,Strategy and Vision,4,Resource Allocation,3.3,Financial Services,United States,Europe,Leadership
MAR_CAP_0495,1,Strategy and Vision,4,Resource Allocation,3.2,Financial Services,Canada,Africa,Staff
MAR_CAP_0496,1,Strategy and Vision,4,Resource Allocation,3.3,Retail,Germany,North America,Staff
MAR_CAP_0497,1,Strategy and Vision,4,Resource Allocation,3.0,Retail,Germany,Asia,IT & Data
